# created by LinkChecker at 2019-09-16 00:03:57-007
# Get the newest version at https://linkchecker.github.io/linkchecker/
# Write comments and bugs to https://github.com/linkchecker/linkchecker/issues
urlname;parentname;baseref;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
https://www.googletagmanager.com/gtag/js?id=AW-747660281;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.googletagmanager.com/gtag/js?id=AW-747660281;105;9;;-1;-1;0;0;1;
https://www.googletagmanager.com/ns.html?id=GTM-K9V436R;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.googletagmanager.com/ns.html?id=GTM-K9V436R;566;11;;-1;-1;0;0;1;
https://fonts.googleapis.com/css?family=Lato%3A100%2C300%2C400%2C700%2C900%2C100italic%2C300italic%2C400italic%2C700italic%2C900italic%7CQuicksand%3A300%2C400%2C700&subset=latin&ver=1539675940;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://fonts.googleapis.com/css?family=Lato:100,300,400,700,900,100italic,300italic,400italic,700italic,900italic%7CQuicksand:300,400,700&subset=latin&ver=1539675940;73;1;;-1;-1;0;0;1;
//netdna.bootstrapcdn.com/font-awesome/4.0.3/css/font-awesome.min.css?ver=4.0.3;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://netdna.bootstrapcdn.com/font-awesome/4.0.3/css/font-awesome.min.css?ver=4.0.3;65;1;;-1;-1;0;0;1;
tel:1-866-944-0449;https://staydrysystems.com/;;ignored;;"Tel URL ignored.
The URL is outside of the domain filter, checked only syntax.";True;tel:1-866-944-0449;580;37;;-1;-1;0;0;1;
https://fonts.googleapis.com/css?family=Lato:100,300,regular,700,900|Open+Sans:300|Indie+Flower:regular|Oswald:300,regular,700&subset=latin,latin-ext;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://fonts.googleapis.com/css?family=Lato:100,300,regular,700,900%7COpen%20Sans:300%7CIndie%20Flower:regular%7COswald:300,regular,700&subset=latin,latin-ext;58;1;;-1;-1;0;0;1;
dns://s.w.org;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;dns://s.w.org;34;1;;-1;-1;0;0;1;
dns://netdna.bootstrapcdn.com;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;dns://netdna.bootstrapcdn.com;33;1;;-1;-1;0;0;1;
dns://fonts.googleapis.com;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;dns://fonts.googleapis.com;32;1;;-1;-1;0;0;1;
https:;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://;9;9;;-1;-1;0;0;1;
http://gmpg.org/xfn/11;https://staydrysystems.com/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://gmpg.org/xfn/11;7;9;;-1;-1;0;0;1;
http://staydrysystems.com;;;200 OK;;Redirected to `https://staydrysystems.com/'.;True;https://staydrysystems.com/;0;0;;0.0965709686279;70520;0.957843065262;0;0;
https://staydrysystems.com/wp/xmlrpc.php;https://staydrysystems.com/;;405 Method Not Allowed;;;False;https://staydrysystems.com/wp/xmlrpc.php;8;9;;-1;-1;0.803922176361;0;1;
https://staydrysystems.com/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/;0;0;Link: header shortlink;0.0924339294434;70470;1.12636303902;0;1;
https://staydrysystems.com/wp-json/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp-json/;0;0;Link: header https://api.w.org/;-1;-1;1.90200304985;0;1;
https://staydrysystems.com/feed/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/feed/;35;1;;-1;-1;1.92478394508;0;1;
https://staydrysystems.com/comments/feed/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/comments/feed/;36;1;;-1;-1;2.15279006958;0;1;
https://staydrysystems.com/homepage-ecommerce/feed/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/homepage-ecommerce/feed/;37;1;;-1;-1;2.46898317337;0;1;
https://staydrysystems.com/app/plugins/wp-ultimate-csv-importer/assets/css/style-maintenance.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/wp-ultimate-csv-importer/assets/css/style-maintenance.css?ver=4.9.6;56;1;;-1;-1;2.80737090111;0;1;
https://staydrysystems.com/app/plugins/contact-form-7/includes/css/styles.css?ver=5.0.2;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/contact-form-7/includes/css/styles.css?ver=5.0.2;60;1;;-1;-1;3.09426283836;0;1;
https://staydrysystems.com/app/plugins/captiva-toolkit/css/captiva_toolkit.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/captiva-toolkit/css/captiva_toolkit.css?ver=4.9.6;59;1;;-1;122;3.20133185387;0;1;
https://staydrysystems.com/app/plugins/LayerSlider/static/css/layerslider.css?ver=5.1.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/LayerSlider/static/css/layerslider.css?ver=5.1.1;57;1;;-1;-1;3.73991990089;0;1;
https://staydrysystems.com/app/themes/captiva/style.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/style.css?ver=4.9.6;64;1;;-1;-1;3.33543586731;0;1;
https://staydrysystems.com/app/themes/captiva/inc/core/bootstrap/dist/css/bootstrap.min.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/inc/core/bootstrap/dist/css/bootstrap.min.css?ver=4.9.6;66;1;;-1;-1;3.17888212204;0;1;
https://staydrysystems.com/app/themes/captiva/css/captiva.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/css/captiva.css?ver=4.9.6;67;1;;-1;-1;2.89213299751;0;1;
https://staydrysystems.com/app/themes/captiva/css/responsive.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/css/responsive.css?ver=4.9.6;68;1;;-1;-1;3.30625605583;0;1;
https://staydrysystems.com/app/themes/captiva/custom/custom.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/custom/custom.css?ver=4.9.6;69;1;;-1;105;3.23712396622;0;1;
https://staydrysystems.com/app/uploads/smile_fonts/Defaults/Defaults.css?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/uploads/smile_fonts/Defaults/Defaults.css?ver=4.9.6;71;1;;-1;-1;2.6003639698;0;1;
https://staydrysystems.com/app/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2;70;1;;-1;-1;3.02322983742;0;1;
https://staydrysystems.com/app/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css?ver=3.16.7;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css?ver=3.16.7;72;1;;-1;-1;2.66144609451;0;1;
https://staydrysystems.com/wp/wp-includes/js/jquery/jquery.js?ver=1.12.4;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp/wp-includes/js/jquery/jquery.js?ver=1.12.4;74;1;;-1;-1;2.79327917099;0;1;
https://staydrysystems.com/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1;75;1;;-1;-1;2.47561597824;0;1;
https://staydrysystems.com/app/themes/captiva/js/src/cond/owl.carousel.min.js?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/js/src/cond/owl.carousel.min.js?ver=4.9.6;76;1;;-1;-1;2.20470094681;0;1;
https://staydrysystems.com/app/themes/captiva/js/src/cond/modernizr.custom.min.js?ver=4.9.6;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/js/src/cond/modernizr.custom.min.js?ver=4.9.6;77;1;;-1;-1;2.50909304619;0;1;
https://staydrysystems.com/app/plugins/LayerSlider/static/js/layerslider.kreaturamedia.jquery.js?ver=5.1.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/LayerSlider/static/js/layerslider.kreaturamedia.jquery.js?ver=5.1.1;78;1;;-1;-1;2.20336794853;0;1;
https://staydrysystems.com/app/plugins/LayerSlider/static/js/greensock.js?ver=1.11.2;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/LayerSlider/static/js/greensock.js?ver=1.11.2;79;1;;-1;-1;2.09946584702;0;1;
https://staydrysystems.com/app/plugins/LayerSlider/static/js/layerslider.transitions.js?ver=5.1.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/LayerSlider/static/js/layerslider.transitions.js?ver=5.1.1;80;1;;-1;-1;2.33984899521;0;1;
https://staydrysystems.com/app/plugins/wp-retina-2x/js/picturefill.min.js?ver=3.0.2;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/wp-retina-2x/js/picturefill.min.js?ver=3.0.2;81;1;;-1;-1;2.43015217781;0;1;
https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-contact-form-7-tracker.js?ver=1.8.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-contact-form-7-tracker.js?ver=1.8.1;82;1;;-1;-1;2.52519106865;0;1;
https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker.js?ver=1.8.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker.js?ver=1.8.1;83;1;;-1;-1;2.66627001762;0;1;
https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-youtube.js?ver=1.8.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-youtube.js?ver=1.8.1;84;1;;-1;-1;3.19412302971;0;1;
https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/analytics-talk-content-tracking.js?ver=1.8.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/analytics-talk-content-tracking.js?ver=1.8.1;85;1;;-1;-1;3.10717582703;0;1;
https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-woocommerce-classic.js?ver=1.8.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-woocommerce-classic.js?ver=1.8.1;86;1;;-1;-1;3.32521009445;0;1;
https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-woocommerce-enhanced.js?ver=1.8.1;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/duracelltomi-google-tag-manager/js/gtm4wp-woocommerce-enhanced.js?ver=1.8.1;87;1;;-1;-1;2.92913198471;0;1;
https://staydrysystems.com/app/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.4.2;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.4.2;93;1;;-1;-1;3.07180809975;0;1;
https://staydrysystems.com/app/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=5.4.2;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=5.4.2;94;1;;-1;-1;3.08383083344;0;1;
https://staydrysystems.com/wp/xmlrpc.php?rsd;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp/xmlrpc.php?rsd;96;1;;0.000231981277466;860;3.05115389824;0;1;
https://staydrysystems.com/wp/wp-includes/wlwmanifest.xml;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp/wp-includes/wlwmanifest.xml;97;1;;0.000195026397705;1045;2.93958210945;0;1;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2F;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/;101;1;;-1;-1;2.97813296318;0;1;
https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstaydrysystems.com%2F&format=xml;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/wp-json/oembed/1.0/embed?url=https://staydrysystems.com/&format=xml;102;1;;0.000664949417114;2287;2.91637301445;0;1;
https://staydrysystems.com/app/themes/captiva/staydry/images/visa-logo.svg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/staydry/images/visa-logo.svg;575;37;Order online securely with Visa;-1;-1;2.20700716972;0;1;
https://staydrysystems.com/app/themes/captiva/staydry/images/mastercard-logo.svg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/staydry/images/mastercard-logo.svg;576;37;Order online securely with Mastercard;-1;-1;2.52658295631;0;1;
https://staydrysystems.com/app/themes/captiva/staydry/images/paypal-p-logo.svg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/themes/captiva/staydry/images/paypal-p-logo.svg;577;37;Order online securely with PayPal;-1;-1;2.59113192558;0;1;
https://staydrysystems.com/about-us/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/about-us/;591;149;About Us;0.00111293792725;57830;2.74215507507;0;1;
https://staydrysystems.com/privacy-policy/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/privacy-policy/;592;109;Privacy Policy;0.000731945037842;56580;2.65516614914;0;1;
https://staydrysystems.com/returns-exchanges-and-refunds/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/returns-exchanges-and-refunds/;593;109;Returns & Exchanges;0.0858700275421;67017;2.75517988205;0;1;
mailto:info@StayDrySystems.com;https://staydrysystems.com/returns-exchanges-and-refunds/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;mailto:info@StayDrySystems.com;721;68;info@StayDrySystems.com;-1;-1;0;0;2;
https://staydrysystems.com/app/uploads/2016/12/staydry-logo.png;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2016/12/staydry-logo.png;630;81;StayDry Systems;-1;13418;2.54570198059;0;1;
https://staydrysystems.com/cart/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/cart/;618;13;View your shopping cart;0.077436208725;97235;2.54256916046;0;1;
https://staydrysystems.com/faq/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/faq/;634;107;FAQ;0.085756778717;74120;2.78019809723;0;1;
https://staydrysystems.com/products/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/products/;633;258;Products;0.109549999237;109149;2.98908400536;0;1;
http://staydry.bigcartel.com/category/shower-curtain-kit;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://staydry.bigcartel.com/category/shower-curtain-kit;1168;18;How It Works;-1;-1;0;0;2;
https://www.youtube.com/embed/gL5Uus-48vc;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.youtube.com/embed/gL5Uus-48vc;928;40;;-1;-1;0;0;2;
http://staydry.bigcartel.com/category/shower-floor-protection;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://staydry.bigcartel.com/category/shower-floor-protection;865;18;How It Works;-1;-1;0;0;2;
https://www.youtube.com/embed/VnidMz2MRFs;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.youtube.com/embed/VnidMz2MRFs;862;40;;-1;-1;0;0;2;
https://www.youtube.com/embed/9VcX7w1ywzs;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.youtube.com/embed/9VcX7w1ywzs;827;40;;-1;-1;0;0;2;
https://www.youtube.com/embed/4T4k7_g5OtM?rel=0;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.youtube.com/embed/4T4k7_g5OtM?rel=0;779;40;;-1;-1;0;0;2;
https://www.youtube.com/embed/6VCmTqxXRBg?rel=0;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.youtube.com/embed/6VCmTqxXRBg?rel=0;778;40;;-1;-1;0;0;2;
https://www.youtube.com/embed/eSjzNC1ikLo;https://staydrysystems.com/products/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.youtube.com/embed/eSjzNC1ikLo;741;40;;-1;-1;0;0;2;
https://staydrysystems.com/blog/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/blog/;635;107;Blog;0.0864958763123;90350;3.59375286102;0;1;
https://staydrysystems.com/free-quote/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/free-quote/;636;107;Request a Free Quote;0.100661993027;70708;3.53019213676;0;1;
https://www.google.com/recaptcha/api.js?onload=recaptchaCallback&render=explicit&ver=2.0;https://staydrysystems.com/free-quote/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.google.com/recaptcha/api.js?onload=recaptchaCallback&render=explicit&ver=2.0;975;1;;-1;-1;0;0;2;
https://www.google.com/recaptcha/api/fallback?k=6LeSoBcTAAAAAG1DkfPnKyLT1Fkwc4BeJpmdrwr0;https://staydrysystems.com/free-quote/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://www.google.com/recaptcha/api/fallback?k=6LeSoBcTAAAAAG1DkfPnKyLT1Fkwc4BeJpmdrwr0;751;5;;-1;-1;0;0;2;
https://market.android.com/details?id=si.sis.mymeasures;https://staydrysystems.com/free-quote/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://market.android.com/details?id=si.sis.mymeasures;708;210;Android;-1;-1;0;0;2;
https://itunes.apple.com/app/id628109928?mt=8&uo=4&at=10l8M9&ct=MMfreeWEB;https://staydrysystems.com/free-quote/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://itunes.apple.com/app/id628109928?mt=8&uo=4&at=10l8M9&ct=MMfreeWEB;708;102;iOS;-1;-1;0;0;2;
http://www.sis.si/my-measures;https://staydrysystems.com/free-quote/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://www.sis.si/my-measures;708;38;My Measures;-1;-1;0;0;2;
https://staydrysystems.com/contact/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/contact/;637;109;Contact Us;0.117247104645;71197;3.76119995117;0;1;
mailto:tebryce@islandnet.com;https://staydrysystems.com/contact/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;mailto:tebryce@islandnet.com;744;4;tebryce@islandnet.com;-1;-1;0;0;2;
https://staydrysystems.com/app/plugins/LayerSlider/static/img/blank.gif;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/plugins/LayerSlider/static/img/blank.gif;701;1071;;-1;3221;3.47724509239;0;1;
/app/uploads/2014/12/fabric-kit-detail-150x150.jpg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/12/fabric-kit-detail-150x150.jpg;716;23;Deluxe-Shower;-1;4962;3.56175899506;0;1;
//plus.google.com/share?url=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://plus.google.com/share?url=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;934;9;;-1;-1;0;0;2;
//pinterest.com/pin/create/button/?url=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/&description=Deluxe Shower Curtain Kit;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pinterest.com/pin/create/button/?url=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/&description=Deluxe%20Shower%20Curtain%20Kit;932;9;;-1;-1;0;0;2;
https://twitter.com/share?url=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://twitter.com/share?url=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;930;9;;-1;-1;0;0;2;
http://www.facebook.com/sharer.php?u=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://www.facebook.com/sharer.php?u=https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;928;9;;-1;-1;0;0;2;
http://schema.org/AggregateRating;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://schema.org/AggregateRating;851;5;;-1;-1;0;0;2;
http://schema.org/InStock;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://schema.org/InStock;849;5;;-1;-1;0;0;2;
http://schema.org/Offer;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://schema.org/Offer;844;101;;-1;-1;0;0;2;
http://schema.org/Product;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://schema.org/Product;724;1;;-1;-1;0;0;2;
/shop/deluxe-shower-curtain-kit/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/shop/deluxe-shower-curtain-kit/;714;19;Deluxe Shower Curtain Kit;0.116269826889;133539;3.80840396881;0;1;
/app/uploads/2014/07/sealer-mid-detail-220x220-150x150.jpg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/07/sealer-mid-detail-220x220-150x150.jpg;725;23;sealer-mid-detail-220x220;-1;7254;4.01947617531;0;1;
/shop/shower-curtain-sealer/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/shop/shower-curtain-sealer/;723;19;Shower Curtain Sealer;0.100806951523;124883;4.14957499504;0;1;
//plus.google.com/share?url=https://staydrysystems.com/shop/shower-curtain-sealer/;https://staydrysystems.com/shop/shower-curtain-sealer/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://plus.google.com/share?url=https://staydrysystems.com/shop/shower-curtain-sealer/;908;9;;-1;-1;0;0;2;
//pinterest.com/pin/create/button/?url=https://staydrysystems.com/shop/shower-curtain-sealer/&description=Shower Curtain Sealer;https://staydrysystems.com/shop/shower-curtain-sealer/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pinterest.com/pin/create/button/?url=https://staydrysystems.com/shop/shower-curtain-sealer/&description=Shower%20Curtain%20Sealer;906;9;;-1;-1;0;0;2;
https://twitter.com/share?url=https://staydrysystems.com/shop/shower-curtain-sealer/;https://staydrysystems.com/shop/shower-curtain-sealer/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://twitter.com/share?url=https://staydrysystems.com/shop/shower-curtain-sealer/;904;9;;-1;-1;0;0;2;
http://www.facebook.com/sharer.php?u=https://staydrysystems.com/shop/shower-curtain-sealer/;https://staydrysystems.com/shop/shower-curtain-sealer/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://www.facebook.com/sharer.php?u=https://staydrysystems.com/shop/shower-curtain-sealer/;902;9;;-1;-1;0;0;2;
/app/uploads/2014/07/private-shower_0032-540x405-150x150.jpg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/07/private-shower_0032-540x405-150x150.jpg;734;23;private-shower_0032-540x405;-1;6255;3.65863418579;0;1;
/commercial-shower-curtains/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/commercial-shower-curtains/;732;19;Commercial Shower Curtain Kit (with mesh);0.0899291038513;78372;3.72914385796;0;1;
http://www.rodcointeriors.com/;https://staydrysystems.com/commercial-shower-curtains/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://www.rodcointeriors.com/;816;220;Rocdo Interiors;-1;-1;0;0;2;
http://www.rodcointeriors.com/products/eaze-drape/;https://staydrysystems.com/commercial-shower-curtains/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://www.rodcointeriors.com/products/eaze-drape/;816;116;Eaze Drape;-1;-1;0;0;2;
http://rodcointeriors.com/;https://staydrysystems.com/commercial-shower-curtains/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://rodcointeriors.com/;773;183;Rodco Interiors;-1;-1;0;0;2;
mailto:bulk@staydrysystems.com;https://staydrysystems.com/commercial-shower-curtains/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;mailto:bulk@staydrysystems.com;763;67;bulk@staydrysystems.com;-1;-1;0;0;2;
mailto:custom@staydrysystems.com;https://staydrysystems.com/commercial-shower-curtains/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;mailto:custom@staydrysystems.com;722;73;custom@staydrysystems.com;-1;-1;0;0;2;
/shop/extra-long-shower-rings/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/shop/extra-long-shower-rings/;741;19;Extra Long Shower Rings;0.0931651592255;151471;3.53230381012;0;1;
//plus.google.com/share?url=https://staydrysystems.com/shop/extra-long-shower-rings/;https://staydrysystems.com/shop/extra-long-shower-rings/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://plus.google.com/share?url=https://staydrysystems.com/shop/extra-long-shower-rings/;953;9;;-1;-1;0;0;2;
//pinterest.com/pin/create/button/?url=https://staydrysystems.com/shop/extra-long-shower-rings/&description=Extra Long Shower Rings;https://staydrysystems.com/shop/extra-long-shower-rings/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pinterest.com/pin/create/button/?url=https://staydrysystems.com/shop/extra-long-shower-rings/&description=Extra%20Long%20Shower%20Rings;951;9;;-1;-1;0;0;2;
https://twitter.com/share?url=https://staydrysystems.com/shop/extra-long-shower-rings/;https://staydrysystems.com/shop/extra-long-shower-rings/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://twitter.com/share?url=https://staydrysystems.com/shop/extra-long-shower-rings/;949;9;;-1;-1;0;0;2;
http://www.facebook.com/sharer.php?u=https://staydrysystems.com/shop/extra-long-shower-rings/;https://staydrysystems.com/shop/extra-long-shower-rings/;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://www.facebook.com/sharer.php?u=https://staydrysystems.com/shop/extra-long-shower-rings/;947;9;;-1;-1;0;0;2;
/app/uploads/2014/07/extra-long-shower-rings-230x296-150x150.jpg;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/app/uploads/2014/07/extra-long-shower-rings-230x296-150x150.jpg;743;23;extra-long-shower-rings-230x296;-1;5505;3.5296459198;0;1;
/shop/collapsible-shower-water-dam/;https://staydrysystems.com/;;200 OK;;;True;https://staydrysystems.com/shop/collapsible-shower-water-dam/;750;19;Collapsible Shower Water Dam;0.160712003708;114382;3.80759501457;0;1;
